time,2020/6/1 12:00,2020/6/1 13:00,2020/6/1 14:00,2020/6/1 15:00,2020/6/1 16:00,2020/6/1 17:00,2020/6/1 18:00,2020/6/1 19:00,2020/6/1 20:00,2020/6/1 21:00,2020/6/1 22:00,2020/6/1 23:00,2020/6/2 0:00,2020/6/2 1:00,2020/6/2 2:00,2020/6/2 3:00,2020/6/2 4:00,2020/6/2 5:00,2020/6/2 6:00,2020/6/2 7:00,2020/6/2 8:00,2020/6/2 9:00,2020/6/2 10:00,2020/6/2 11:00,2020/6/2 12:00,2020/6/2 13:00,2020/6/2 14:00,2020/6/2 15:00,2020/6/2 16:00,2020/6/2 17:00,2020/6/2 18:00,2020/6/2 19:00,2020/6/2 20:00,2020/6/2 21:00,2020/6/2 22:00,2020/6/2 23:00,2020/6/3 0:00,2020/6/3 1:00,2020/6/3 2:00,2020/6/3 3:00,2020/6/3 4:00,2020/6/3 5:00,2020/6/3 6:00,2020/6/3 7:00,2020/6/3 8:00,2020/6/3 9:00,2020/6/3 10:00,2020/6/3 11:00,2020/6/3 12:00,2020/6/3 13:00,2020/6/3 14:00,2020/6/3 15:00,2020/6/3 16:00,2020/6/3 17:00,2020/6/3 18:00,2020/6/3 19:00,2020/6/3 20:00,2020/6/3 21:00,2020/6/3 22:00,2020/6/3 23:00,2020/6/4 0:00,2020/6/4 1:00,2020/6/4 2:00,2020/6/4 3:00,2020/6/4 4:00,2020/6/4 5:00,2020/6/4 6:00,2020/6/4 7:00,2020/6/4 8:00,2020/6/4 9:00,2020/6/4 10:00,2020/6/4 11:00,2020/6/4 12:00,2020/6/4 13:00,2020/6/4 14:00,2020/6/4 15:00,2020/6/4 16:00,2020/6/4 17:00,2020/6/4 18:00,2020/6/4 19:00,2020/6/4 20:00,2020/6/4 21:00,2020/6/4 22:00,2020/6/4 23:00,2020/6/5 0:00,2020/6/5 1:00,2020/6/5 2:00,2020/6/5 3:00,2020/6/5 4:00,2020/6/5 5:00,2020/6/5 6:00,2020/6/5 7:00,2020/6/5 8:00,2020/6/5 9:00,2020/6/5 10:00,2020/6/5 11:00,2020/6/5 12:00,2020/6/5 13:00,2020/6/5 14:00,2020/6/5 15:00
hoge21,256,15,179,NA,-350.6666667,-650.8333333,-33.66666667,171.6666667,170.1666667,314.1388889,NA,-1348.625397,-1860.424206,-2372.223016,167.1666667,165.6666667,53.93055556,NA,-3010.08373,-3521.88254,-4033.681349,162.6666667,161.1666667,-206.2777778,NA,-4671.542063,-5183.340873,-5695.139683,158.1666667,156.6666667,-466.4861111,NA,-6333.000397,-6844.799206,-7356.598016,153.6666667,152.1666667,-726.6944444,NA,-7994.45873,-8506.25754,-9018.056349,149.1666667,147.6666667,-986.9027778,NA,-9655.917063,-10167.71587,-10679.51468,144.6666667,143.1666667,-1247.111111,NA,-11317.3754,-11829.17421,-12340.97302,140.1666667,138.6666667,-1507.319444,NA,-12978.83373,-13490.63254,-14002.43135,135.6666667,134.1666667,-1767.527778,NA,-14640.29206,-15152.09087,-15663.88968,131.1666667,129.6666667,-2027.736111,NA,-16301.7504,-16813.54921,-17325.34802,126.6666667,125.1666667,-2287.944444,NA,-17963.20873,-18475.00754,-18986.80635,122.1666667,120.6666667,-2548.152778,NA,-19624.66706,-20136.46587,-20648.26468,117.6666667,116.1666667,-2808.361111,NA,-21286.1254,-21797.92421,-22309.72302,113.1666667,111.6666667
hoge22,124,23,179,16,-378.6666667,-691.3333333,-38.66666667,143.2857143,146.8928571,323.2222222,-396.1928571,-1424.649206,-1962.751587,-2500.853968,168.5357143,172.1428571,48.13888889,-73.44285714,-3172.23254,-3710.334921,-4248.437302,193.7857143,197.3928571,-226.9444444,249.3071429,-4919.815873,-5457.918254,-5996.020635,219.0357143,222.6428571,-502.0277778,572.0571429,-6667.399206,-7205.501587,-7743.603968,244.2857143,247.8928571,-777.1111111,894.8071429,-8414.98254,-8953.084921,-9491.187302,269.5357143,273.1428571,-1052.194444,1217.557143,-10162.56587,-10700.66825,-11238.77063,294.7857143,298.3928571,-1327.277778,1540.307143,-11910.14921,-12448.25159,-12986.35397,320.0357143,323.6428571,-1602.361111,1863.057143,-13657.73254,-14195.83492,-14733.9373,345.2857143,348.8928571,-1877.444444,2185.807143,-15405.31587,-15943.41825,-16481.52063,370.5357143,374.1428571,-2152.527778,2508.557143,-17152.89921,-17691.00159,-18229.10397,395.7857143,399.3928571,-2427.611111,2831.307143,-18900.48254,-19438.58492,-19976.6873,421.0357143,424.6428571,-2702.694444,3154.057143,-20648.06587,-21186.16825,-21724.27063,446.2857143,449.8928571,-2977.777778,3476.807143,-22395.64921,-22933.75159,-23471.85397,471.5357143,475.1428571
hoge23,NA,NA,179,14,-406.6666667,-731.8333333,-43.66666667,NA,NA,332.3055556,-435.5,-1500.673016,-2065.078968,-2629.484921,NA,NA,42.34722222,-91.5,-3334.381349,-3898.787302,-4463.193254,NA,NA,-247.6111111,252.5,-5168.089683,-5732.495635,-6296.901587,NA,NA,-537.5694444,596.5,-7001.798016,-7566.203968,-8130.609921,NA,NA,-827.5277778,940.5,-8835.506349,-9399.912302,-9964.318254,NA,NA,-1117.486111,1284.5,-10669.21468,-11233.62063,-11798.02659,NA,NA,-1407.444444,1628.5,-12502.92302,-13067.32897,-13631.73492,NA,NA,-1697.402778,1972.5,-14336.63135,-14901.0373,-15465.44325,NA,NA,-1987.361111,2316.5,-16170.33968,-16734.74563,-17299.15159,NA,NA,-2277.319444,2660.5,-18004.04802,-18568.45397,-19132.85992,NA,NA,-2567.277778,3004.5,-19837.75635,-20402.1623,-20966.56825,NA,NA,-2857.236111,3348.5,-21671.46468,-22235.87063,-22800.27659,NA,NA,-3147.194444,3692.5,-23505.17302,-24069.57897,-24633.98492,NA,NA
hoge24,256,15,179,NA,-434.6666667,-772.3333333,-48.66666667,171.6666667,170.1666667,341.3888889,NA,-1576.696825,-2167.406349,-2758.115873,167.1666667,165.6666667,36.55555556,NA,-3496.530159,-4087.239683,-4677.949206,162.6666667,161.1666667,-268.2777778,NA,-5416.363492,-6007.073016,-6597.78254,158.1666667,156.6666667,-573.1111111,NA,-7336.196825,-7926.906349,-8517.615873,153.6666667,152.1666667,-877.9444444,NA,-9256.030159,-9846.739683,-10437.44921,149.1666667,147.6666667,-1182.777778,NA,-11175.86349,-11766.57302,-12357.28254,144.6666667,143.1666667,-1487.611111,NA,-13095.69683,-13686.40635,-14277.11587,140.1666667,138.6666667,-1792.444444,NA,-15015.53016,-15606.23968,-16196.94921,135.6666667,134.1666667,-2097.277778,NA,-16935.36349,-17526.07302,-18116.78254,131.1666667,129.6666667,-2402.111111,NA,-18855.19683,-19445.90635,-20036.61587,126.6666667,125.1666667,-2706.944444,NA,-20775.03016,-21365.73968,-21956.44921,122.1666667,120.6666667,-3011.777778,NA,-22694.86349,-23285.57302,-23876.28254,117.6666667,116.1666667,-3316.611111,NA,-24614.69683,-25205.40635,-25796.11587,113.1666667,111.6666667
hoge25,124,23,179,12,-462.6666667,-812.8333333,-53.66666667,143.2857143,146.8928571,350.4722222,-474.8071429,-1652.720635,-2269.73373,-2886.746825,168.5357143,172.1428571,30.76388889,-109.5571429,-3658.678968,-4275.692063,-4892.705159,193.7857143,197.3928571,-288.9444444,255.6928571,-5664.637302,-6281.650397,-6898.663492,219.0357143,222.6428571,-608.6527778,620.9428571,-7670.595635,-8287.60873,-8904.621825,244.2857143,247.8928571,-928.3611111,986.1928571,-9676.553968,-10293.56706,-10910.58016,269.5357143,273.1428571,-1248.069444,1351.442857,-11682.5123,-12299.5254,-12916.53849,294.7857143,298.3928571,-1567.777778,1716.692857,-13688.47063,-14305.48373,-14922.49683,320.0357143,323.6428571,-1887.486111,2081.942857,-15694.42897,-16311.44206,-16928.45516,345.2857143,348.8928571,-2207.194444,2447.192857,-17700.3873,-18317.4004,-18934.41349,370.5357143,374.1428571,-2526.902778,2812.442857,-19706.34563,-20323.35873,-20940.37183,395.7857143,399.3928571,-2846.611111,3177.692857,-21712.30397,-22329.31706,-22946.33016,421.0357143,424.6428571,-3166.319444,3542.942857,-23718.2623,-24335.2754,-24952.28849,446.2857143,449.8928571,-3486.027778,3908.192857,-25724.22063,-26341.23373,-26958.24683,471.5357143,475.1428571
hoge26,NA,NA,179,10,-490.6666667,-853.3333333,-58.66666667,NA,NA,359.5555556,-514.1142857,-1728.744444,-2372.061111,-3015.377778,NA,NA,24.97222222,-127.6142857,-3820.827778,-4464.144444,-5107.461111,NA,NA,-309.6111111,258.8857143,-5912.911111,-6556.227778,-7199.544444,NA,NA,-644.1944444,645.3857143,-8004.994444,-8648.311111,-9291.627778,NA,NA,-978.7777778,1031.885714,-10097.07778,-10740.39444,-11383.71111,NA,NA,-1313.361111,1418.385714,-12189.16111,-12832.47778,-13475.79444,NA,NA,-1647.944444,1804.885714,-14281.24444,-14924.56111,-15567.87778,NA,NA,-1982.527778,2191.385714,-16373.32778,-17016.64444,-17659.96111,NA,NA,-2317.111111,2577.885714,-18465.41111,-19108.72778,-19752.04444,NA,NA,-2651.694444,2964.385714,-20557.49444,-21200.81111,-21844.12778,NA,NA,-2986.277778,3350.885714,-22649.57778,-23292.89444,-23936.21111,NA,NA,-3320.861111,3737.385714,-24741.66111,-25384.97778,-26028.29444,NA,NA,-3655.444444,4123.885714,-26833.74444,-27477.06111,-28120.37778,NA,NA
hoge27,256,15,179,NA,-518.6666667,-893.8333333,-63.66666667,171.6666667,170.1666667,368.6388889,NA,-1804.768254,-2474.388492,-3144.00873,167.1666667,165.6666667,19.18055556,NA,-3982.976587,-4652.596825,-5322.217063,162.6666667,161.1666667,-330.2777778,NA,-6161.184921,-6830.805159,-7500.425397,158.1666667,156.6666667,-679.7361111,NA,-8339.393254,-9009.013492,-9678.63373,153.6666667,152.1666667,-1029.194444,NA,-10517.60159,-11187.22183,-11856.84206,149.1666667,147.6666667,-1378.652778,NA,-12695.80992,-13365.43016,-14035.0504,144.6666667,143.1666667,-1728.111111,NA,-14874.01825,-15543.63849,-16213.25873,140.1666667,138.6666667,-2077.569444,NA,-17052.22659,-17721.84683,-18391.46706,135.6666667,134.1666667,-2427.027778,NA,-19230.43492,-19900.05516,-20569.6754,131.1666667,129.6666667,-2776.486111,NA,-21408.64325,-22078.26349,-22747.88373,126.6666667,125.1666667,-3125.944444,NA,-23586.85159,-24256.47183,-24926.09206,122.1666667,120.6666667,-3475.402778,NA,-25765.05992,-26434.68016,-27104.3004,117.6666667,116.1666667,-3824.861111,NA,-27943.26825,-28612.88849,-29282.50873,113.1666667,111.6666667
hoge28,124,23,179,8,-546.6666667,-934.3333333,-68.66666667,143.2857143,146.8928571,377.7222222,-553.4214286,-1880.792063,-2576.715873,-3272.639683,168.5357143,172.1428571,13.38888889,-145.6714286,-4145.125397,-4841.049206,-5536.973016,193.7857143,197.3928571,-350.9444444,262.0785714,-6409.45873,-7105.38254,-7801.306349,219.0357143,222.6428571,-715.2777778,669.8285714,-8673.792063,-9369.715873,-10065.63968,244.2857143,247.8928571,-1079.611111,1077.578571,-10938.1254,-11634.04921,-12329.97302,269.5357143,273.1428571,-1443.944444,1485.328571,-13202.45873,-13898.38254,-14594.30635,294.7857143,298.3928571,-1808.277778,1893.078571,-15466.79206,-16162.71587,-16858.63968,320.0357143,323.6428571,-2172.611111,2300.828571,-17731.1254,-18427.04921,-19122.97302,345.2857143,348.8928571,-2536.944444,2708.578571,-19995.45873,-20691.38254,-21387.30635,370.5357143,374.1428571,-2901.277778,3116.328571,-22259.79206,-22955.71587,-23651.63968,395.7857143,399.3928571,-3265.611111,3524.078571,-24524.1254,-25220.04921,-25915.97302,421.0357143,424.6428571,-3629.944444,3931.828571,-26788.45873,-27484.38254,-28180.30635,446.2857143,449.8928571,-3994.277778,4339.578571,-29052.79206,-29748.71587,-30444.63968,471.5357143,475.1428571
hoge29,NA,NA,179,6,-574.6666667,-974.8333333,-73.66666667,NA,NA,386.8055556,-592.7285714,-1956.815873,-2679.043254,-3401.270635,NA,NA,7.597222222,-163.7285714,-4307.274206,-5029.501587,-5751.728968,NA,NA,-371.6111111,265.2714286,-6657.73254,-7379.959921,-8102.187302,NA,NA,-750.8194444,694.2714286,-9008.190873,-9730.418254,-10452.64563,NA,NA,-1130.027778,1123.271429,-11358.64921,-12080.87659,-12803.10397,NA,NA,-1509.236111,1552.271429,-13709.10754,-14431.33492,-15153.5623,NA,NA,-1888.444444,1981.271429,-16059.56587,-16781.79325,-17504.02063,NA,NA,-2267.652778,2410.271429,-18410.02421,-19132.25159,-19854.47897,NA,NA,-2646.861111,2839.271429,-20760.48254,-21482.70992,-22204.9373,NA,NA,-3026.069444,3268.271429,-23110.94087,-23833.16825,-24555.39563,NA,NA,-3405.277778,3697.271429,-25461.39921,-26183.62659,-26905.85397,NA,NA,-3784.486111,4126.271429,-27811.85754,-28534.08492,-29256.3123,NA,NA,-4163.694444,4555.271429,-30162.31587,-30884.54325,-31606.77063,NA,NA
hoge30,256,15,179,NA,-602.6666667,-1015.333333,-78.66666667,171.6666667,170.1666667,395.8888889,NA,-2032.839683,-2781.370635,-3529.901587,167.1666667,165.6666667,1.805555556,NA,-4469.423016,-5217.953968,-5966.484921,162.6666667,161.1666667,-392.2777778,NA,-6906.006349,-7654.537302,-8403.068254,158.1666667,156.6666667,-786.3611111,NA,-9342.589683,-10091.12063,-10839.65159,153.6666667,152.1666667,-1180.444444,NA,-11779.17302,-12527.70397,-13276.23492,149.1666667,147.6666667,-1574.527778,NA,-14215.75635,-14964.2873,-15712.81825,144.6666667,143.1666667,-1968.611111,NA,-16652.33968,-17400.87063,-18149.40159,140.1666667,138.6666667,-2362.694444,NA,-19088.92302,-19837.45397,-20585.98492,135.6666667,134.1666667,-2756.777778,NA,-21525.50635,-22274.0373,-23022.56825,131.1666667,129.6666667,-3150.861111,NA,-23962.08968,-24710.62063,-25459.15159,126.6666667,125.1666667,-3544.944444,NA,-26398.67302,-27147.20397,-27895.73492,122.1666667,120.6666667,-3939.027778,NA,-28835.25635,-29583.7873,-30332.31825,117.6666667,116.1666667,-4333.111111,NA,-31271.83968,-32020.37063,-32768.90159,113.1666667,111.6666667
hoge31,124,23,179,4,-630.6666667,-1055.833333,-83.66666667,143.2857143,146.8928571,404.9722222,-632.0357143,-2108.863492,-2883.698016,-3658.53254,168.5357143,172.1428571,-3.986111111,-181.7857143,-4631.571825,-5406.406349,-6181.240873,193.7857143,197.3928571,-412.9444444,268.4642857,-7154.280159,-7929.114683,-8703.949206,219.0357143,222.6428571,-821.9027778,718.7142857,-9676.988492,-10451.82302,-11226.65754,244.2857143,247.8928571,-1230.861111,1168.964286,-12199.69683,-12974.53135,-13749.36587,269.5357143,273.1428571,-1639.819444,1619.214286,-14722.40516,-15497.23968,-16272.07421,294.7857143,298.3928571,-2048.777778,2069.464286,-17245.11349,-18019.94802,-18794.78254,320.0357143,323.6428571,-2457.736111,2519.714286,-19767.82183,-20542.65635,-21317.49087,345.2857143,348.8928571,-2866.694444,2969.964286,-22290.53016,-23065.36468,-23840.19921,370.5357143,374.1428571,-3275.652778,3420.214286,-24813.23849,-25588.07302,-26362.90754,395.7857143,399.3928571,-3684.611111,3870.464286,-27335.94683,-28110.78135,-28885.61587,421.0357143,424.6428571,-4093.569444,4320.714286,-29858.65516,-30633.48968,-31408.32421,446.2857143,449.8928571,-4502.527778,4770.964286,-32381.36349,-33156.19802,-33931.03254,471.5357143,475.1428571
hoge32,NA,NA,179,2,-658.6666667,-1096.333333,-88.66666667,NA,NA,414.0555556,-671.3428571,-2184.887302,-2986.025397,-3787.163492,NA,NA,-9.777777778,-199.8428571,-4793.720635,-5594.85873,-6395.996825,NA,NA,-433.6111111,271.6571429,-7402.553968,-8203.692063,-9004.830159,NA,NA,-857.4444444,743.1571429,-10011.3873,-10812.5254,-11613.66349,NA,NA,-1281.277778,1214.657143,-12620.22063,-13421.35873,-14222.49683,NA,NA,-1705.111111,1686.157143,-15229.05397,-16030.19206,-16831.33016,NA,NA,-2128.944444,2157.657143,-17837.8873,-18639.0254,-19440.16349,NA,NA,-2552.777778,2629.157143,-20446.72063,-21247.85873,-22048.99683,NA,NA,-2976.611111,3100.657143,-23055.55397,-23856.69206,-24657.83016,NA,NA,-3400.444444,3572.157143,-25664.3873,-26465.5254,-27266.66349,NA,NA,-3824.277778,4043.657143,-28273.22063,-29074.35873,-29875.49683,NA,NA,-4248.111111,4515.157143,-30882.05397,-31683.19206,-32484.33016,NA,NA,-4671.944444,4986.657143,-33490.8873,-34292.0254,-35093.16349,NA,NA
hoge33,256,15,179,NA,-686.6666667,-1136.833333,-93.66666667,171.6666667,170.1666667,423.1388889,NA,-2260.911111,-3088.352778,-3915.794444,167.1666667,165.6666667,-15.56944444,NA,-4955.869444,-5783.311111,-6610.752778,162.6666667,161.1666667,-454.2777778,NA,-7650.827778,-8478.269444,-9305.711111,158.1666667,156.6666667,-892.9861111,NA,-10345.78611,-11173.22778,-12000.66944,153.6666667,152.1666667,-1331.694444,NA,-13040.74444,-13868.18611,-14695.62778,149.1666667,147.6666667,-1770.402778,NA,-15735.70278,-16563.14444,-17390.58611,144.6666667,143.1666667,-2209.111111,NA,-18430.66111,-19258.10278,-20085.54444,140.1666667,138.6666667,-2647.819444,NA,-21125.61944,-21953.06111,-22780.50278,135.6666667,134.1666667,-3086.527778,NA,-23820.57778,-24648.01944,-25475.46111,131.1666667,129.6666667,-3525.236111,NA,-26515.53611,-27342.97778,-28170.41944,126.6666667,125.1666667,-3963.944444,NA,-29210.49444,-30037.93611,-30865.37778,122.1666667,120.6666667,-4402.652778,NA,-31905.45278,-32732.89444,-33560.33611,117.6666667,116.1666667,-4841.361111,NA,-34600.41111,-35427.85278,-36255.29444,113.1666667,111.6666667
hoge34,124,23,179,0,-714.6666667,-1177.333333,-98.66666667,143.2857143,146.8928571,432.2222222,-710.65,-2336.934921,-3190.680159,-4044.425397,168.5357143,172.1428571,-21.36111111,-217.9,-5118.018254,-5971.763492,-6825.50873,193.7857143,197.3928571,-474.9444444,274.85,-7899.101587,-8752.846825,-9606.592063,219.0357143,222.6428571,-928.5277778,767.6,-10680.18492,-11533.93016,-12387.6754,244.2857143,247.8928571,-1382.111111,1260.35,-13461.26825,-14315.01349,-15168.75873,269.5357143,273.1428571,-1835.694444,1753.1,-16242.35159,-17096.09683,-17949.84206,294.7857143,298.3928571,-2289.277778,2245.85,-19023.43492,-19877.18016,-20730.9254,320.0357143,323.6428571,-2742.861111,2738.6,-21804.51825,-22658.26349,-23512.00873,345.2857143,348.8928571,-3196.444444,3231.35,-24585.60159,-25439.34683,-26293.09206,370.5357143,374.1428571,-3650.027778,3724.1,-27366.68492,-28220.43016,-29074.1754,395.7857143,399.3928571,-4103.611111,4216.85,-30147.76825,-31001.51349,-31855.25873,421.0357143,424.6428571,-4557.194444,4709.6,-32928.85159,-33782.59683,-34636.34206,446.2857143,449.8928571,-5010.777778,5202.35,-35709.93492,-36563.68016,-37417.4254,471.5357143,475.1428571
hoge35,NA,NA,179,-2,-742.6666667,-1217.833333,-103.6666667,NA,NA,441.3055556,-749.9571429,-2412.95873,-3293.00754,-4173.056349,NA,NA,-27.15277778,-235.9571429,-5280.167063,-6160.215873,-7040.264683,NA,NA,-495.6111111,278.0428571,-8147.375397,-9027.424206,-9907.473016,NA,NA,-964.0694444,792.0428571,-11014.58373,-11894.63254,-12774.68135,NA,NA,-1432.527778,1306.042857,-13881.79206,-14761.84087,-15641.88968,NA,NA,-1900.986111,1820.042857,-16749.0004,-17629.04921,-18509.09802,NA,NA,-2369.444444,2334.042857,-19616.20873,-20496.25754,-21376.30635,NA,NA,-2837.902778,2848.042857,-22483.41706,-23363.46587,-24243.51468,NA,NA,-3306.361111,3362.042857,-25350.6254,-26230.67421,-27110.72302,NA,NA,-3774.819444,3876.042857,-28217.83373,-29097.88254,-29977.93135,NA,NA,-4243.277778,4390.042857,-31085.04206,-31965.09087,-32845.13968,NA,NA,-4711.736111,4904.042857,-33952.2504,-34832.29921,-35712.34802,NA,NA,-5180.194444,5418.042857,-36819.45873,-37699.50754,-38579.55635,NA,NA
hoge36,256,15,179,NA,-770.6666667,-1258.333333,-108.6666667,171.6666667,170.1666667,450.3888889,NA,-2488.98254,-3395.334921,-4301.687302,167.1666667,165.6666667,-32.94444444,NA,-5442.315873,-6348.668254,-7255.020635,162.6666667,161.1666667,-516.2777778,NA,-8395.649206,-9302.001587,-10208.35397,158.1666667,156.6666667,-999.6111111,NA,-11348.98254,-12255.33492,-13161.6873,153.6666667,152.1666667,-1482.944444,NA,-14302.31587,-15208.66825,-16115.02063,149.1666667,147.6666667,-1966.277778,NA,-17255.64921,-18162.00159,-19068.35397,144.6666667,143.1666667,-2449.611111,NA,-20208.98254,-21115.33492,-22021.6873,140.1666667,138.6666667,-2932.944444,NA,-23162.31587,-24068.66825,-24975.02063,135.6666667,134.1666667,-3416.277778,NA,-26115.64921,-27022.00159,-27928.35397,131.1666667,129.6666667,-3899.611111,NA,-29068.98254,-29975.33492,-30881.6873,126.6666667,125.1666667,-4382.944444,NA,-32022.31587,-32928.66825,-33835.02063,122.1666667,120.6666667,-4866.277778,NA,-34975.64921,-35882.00159,-36788.35397,117.6666667,116.1666667,-5349.611111,NA,-37928.98254,-38835.33492,-39741.6873,113.1666667,111.6666667
hoge37,124,23,179,-4,-798.6666667,-1298.833333,-113.6666667,143.2857143,146.8928571,459.4722222,-789.2642857,-2565.006349,-3497.662302,-4430.318254,168.5357143,172.1428571,-38.73611111,-254.0142857,-5604.464683,-6537.120635,-7469.776587,193.7857143,197.3928571,-536.9444444,281.2357143,-8643.923016,-9576.578968,-10509.23492,219.0357143,222.6428571,-1035.152778,816.4857143,-11683.38135,-12616.0373,-13548.69325,244.2857143,247.8928571,-1533.361111,1351.735714,-14722.83968,-15655.49563,-16588.15159,269.5357143,273.1428571,-2031.569444,1886.985714,-17762.29802,-18694.95397,-19627.60992,294.7857143,298.3928571,-2529.777778,2422.235714,-20801.75635,-21734.4123,-22667.06825,320.0357143,323.6428571,-3027.986111,2957.485714,-23841.21468,-24773.87063,-25706.52659,345.2857143,348.8928571,-3526.194444,3492.735714,-26880.67302,-27813.32897,-28745.98492,370.5357143,374.1428571,-4024.402778,4027.985714,-29920.13135,-30852.7873,-31785.44325,395.7857143,399.3928571,-4522.611111,4563.235714,-32959.58968,-33892.24563,-34824.90159,421.0357143,424.6428571,-5020.819444,5098.485714,-35999.04802,-36931.70397,-37864.35992,446.2857143,449.8928571,-5519.027778,5633.735714,-39038.50635,-39971.1623,-40903.81825,471.5357143,475.1428571
hoge38,NA,NA,179,-6,-826.6666667,-1339.333333,-118.6666667,NA,NA,468.5555556,-828.5714286,-2641.030159,-3599.989683,-4558.949206,NA,NA,-44.52777778,-272.0714286,-5766.613492,-6725.573016,-7684.53254,NA,NA,-557.6111111,284.4285714,-8892.196825,-9851.156349,-10810.11587,NA,NA,-1070.694444,840.9285714,-12017.78016,-12976.73968,-13935.69921,NA,NA,-1583.777778,1397.428571,-15143.36349,-16102.32302,-17061.28254,NA,NA,-2096.861111,1953.928571,-18268.94683,-19227.90635,-20186.86587,NA,NA,-2609.944444,2510.428571,-21394.53016,-22353.48968,-23312.44921,NA,NA,-3123.027778,3066.928571,-24520.11349,-25479.07302,-26438.03254,NA,NA,-3636.111111,3623.428571,-27645.69683,-28604.65635,-29563.61587,NA,NA,-4149.194444,4179.928571,-30771.28016,-31730.23968,-32689.19921,NA,NA,-4662.277778,4736.428571,-33896.86349,-34855.82302,-35814.78254,NA,NA,-5175.361111,5292.928571,-37022.44683,-37981.40635,-38940.36587,NA,NA,-5688.444444,5849.428571,-40148.03016,-41106.98968,-42065.94921,NA,NA
hoge39,256,15,179,NA,-854.6666667,-1379.833333,-123.6666667,171.6666667,170.1666667,477.6388889,NA,-2717.053968,-3702.317063,-4687.580159,167.1666667,165.6666667,-50.31944444,NA,-5928.762302,-6914.025397,-7899.288492,162.6666667,161.1666667,-578.2777778,NA,-9140.470635,-10125.73373,-11110.99683,158.1666667,156.6666667,-1106.236111,NA,-12352.17897,-13337.44206,-14322.70516,153.6666667,152.1666667,-1634.194444,NA,-15563.8873,-16549.1504,-17534.41349,149.1666667,147.6666667,-2162.152778,NA,-18775.59563,-19760.85873,-20746.12183,144.6666667,143.1666667,-2690.111111,NA,-21987.30397,-22972.56706,-23957.83016,140.1666667,138.6666667,-3218.069444,NA,-25199.0123,-26184.2754,-27169.53849,135.6666667,134.1666667,-3746.027778,NA,-28410.72063,-29395.98373,-30381.24683,131.1666667,129.6666667,-4273.986111,NA,-31622.42897,-32607.69206,-33592.95516,126.6666667,125.1666667,-4801.944444,NA,-34834.1373,-35819.4004,-36804.66349,122.1666667,120.6666667,-5329.902778,NA,-38045.84563,-39031.10873,-40016.37183,117.6666667,116.1666667,-5857.861111,NA,-41257.55397,-42242.81706,-43228.08016,113.1666667,111.6666667
hoge40,124,23,179,-8,-882.6666667,-1420.333333,-128.6666667,143.2857143,146.8928571,486.7222222,-867.8785714,-2793.077778,-3804.644444,-4816.211111,168.5357143,172.1428571,-56.11111111,-290.1285714,-6090.911111,-7102.477778,-8114.044444,193.7857143,197.3928571,-598.9444444,287.6214286,-9388.744444,-10400.31111,-11411.87778,219.0357143,222.6428571,-1141.777778,865.3714286,-12686.57778,-13698.14444,-14709.71111,244.2857143,247.8928571,-1684.611111,1443.121429,-15984.41111,-16995.97778,-18007.54444,269.5357143,273.1428571,-2227.444444,2020.871429,-19282.24444,-20293.81111,-21305.37778,294.7857143,298.3928571,-2770.277778,2598.621429,-22580.07778,-23591.64444,-24603.21111,320.0357143,323.6428571,-3313.111111,3176.371429,-25877.91111,-26889.47778,-27901.04444,345.2857143,348.8928571,-3855.944444,3754.121429,-29175.74444,-30187.31111,-31198.87778,370.5357143,374.1428571,-4398.777778,4331.871429,-32473.57778,-33485.14444,-34496.71111,395.7857143,399.3928571,-4941.611111,4909.621429,-35771.41111,-36782.97778,-37794.54444,421.0357143,424.6428571,-5484.444444,5487.371429,-39069.24444,-40080.81111,-41092.37778,446.2857143,449.8928571,-6027.277778,6065.121429,-42367.07778,-43378.64444,-44390.21111,471.5357143,475.1428571
hoge41,NA,NA,179,-10,-910.6666667,-1460.833333,-133.6666667,NA,NA,495.8055556,-907.1857143,-2869.101587,-3906.971825,-4944.842063,NA,NA,-61.90277778,-308.1857143,-6253.059921,-7290.930159,-8328.800397,NA,NA,-619.6111111,290.8142857,-9637.018254,-10674.88849,-11712.75873,NA,NA,-1177.319444,889.8142857,-13020.97659,-14058.84683,-15096.71706,NA,NA,-1735.027778,1488.814286,-16404.93492,-17442.80516,-18480.6754,NA,NA,-2292.736111,2087.814286,-19788.89325,-20826.76349,-21864.63373,NA,NA,-2850.444444,2686.814286,-23172.85159,-24210.72183,-25248.59206,NA,NA,-3408.152778,3285.814286,-26556.80992,-27594.68016,-28632.5504,NA,NA,-3965.861111,3884.814286,-29940.76825,-30978.63849,-32016.50873,NA,NA,-4523.569444,4483.814286,-33324.72659,-34362.59683,-35400.46706,NA,NA,-5081.277778,5082.814286,-36708.68492,-37746.55516,-38784.4254,NA,NA,-5638.986111,5681.814286,-40092.64325,-41130.51349,-42168.38373,NA,NA,-6196.694444,6280.814286,-43476.60159,-44514.47183,-45552.34206,NA,NA
